threshold,accuracy,acceptance_rate,fnr,tnr,tpr,fpr,ece,brier,tp,fp,tn,fn,precision,recall,f1_score,correct,total
0.0000,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.0101,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.0202,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.0303,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.0404,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.0505,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.0606,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.0707,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.0808,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.0909,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1010,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1111,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1212,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1313,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1414,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1515,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1616,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1717,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1818,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1919,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2020,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2121,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2222,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2323,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2424,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2525,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2626,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2727,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2828,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2929,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3030,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3131,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3232,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3333,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3434,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3535,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3636,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3737,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3838,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3939,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4040,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4141,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4242,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4343,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4444,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4545,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4646,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4747,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4848,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4949,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5051,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5152,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5253,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5354,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5455,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5556,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.1365,0.2691,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5657,0.4600,0.9800,0.0417,0.0000,0.9583,1.0000,0.1565,0.2691,46,52,0,2,0.4694,0.9583,0.6301,46,100
0.5758,0.4400,0.9600,0.0833,0.0000,0.9167,1.0000,0.1765,0.2691,44,52,0,4,0.4583,0.9167,0.6111,44,100
0.5859,0.4500,0.9500,0.0833,0.0192,0.9167,0.9808,0.1665,0.2691,44,51,1,4,0.4632,0.9167,0.6154,45,100
0.5960,0.4900,0.8100,0.1875,0.1923,0.8125,0.8077,0.1265,0.2691,39,42,10,9,0.4815,0.8125,0.6047,49,100
0.6061,0.5000,0.6800,0.3125,0.3269,0.6875,0.6731,0.1165,0.2691,33,35,17,15,0.4853,0.6875,0.5690,50,100
0.6162,0.4700,0.5300,0.5000,0.4423,0.5000,0.5577,0.1465,0.2691,24,29,23,24,0.4528,0.5000,0.4752,47,100
0.6263,0.5300,0.3100,0.6667,0.7115,0.3333,0.2885,0.0865,0.2691,16,15,37,32,0.5161,0.3333,0.4051,53,100
0.6364,0.5100,0.2100,0.7917,0.7885,0.2083,0.2115,0.1065,0.2691,10,11,41,38,0.4762,0.2083,0.2899,51,100
0.6465,0.5400,0.0800,0.8958,0.9423,0.1042,0.0577,0.0765,0.2691,5,3,49,43,0.6250,0.1042,0.1786,54,100
0.6566,0.5400,0.0200,0.9583,1.0000,0.0417,0.0000,0.0765,0.2691,2,0,52,46,1.0000,0.0417,0.0800,54,100
0.6667,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.6768,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.6869,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.6970,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.7071,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.7172,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.7273,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.7374,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.7475,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.7576,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.7677,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.7778,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.7879,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.7980,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8081,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8182,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8283,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8384,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8485,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8586,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8687,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8788,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8889,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8990,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9091,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9192,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9293,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9394,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9495,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9596,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9697,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9798,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9899,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100
1.0000,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.0965,0.2691,0,0,52,48,0.0000,0.0000,0.0000,52,100